,filename,step1 present,Number translated,Text translated,Text,Text present,Manual check,Index
974,vimeo_967,No,o / o,"do not sell]

o/o",,No,No,967
975,virustotal_640,No,o / o,"do not sell]

o/o",,No,No,640
976,vistaprint_137,Yes,1,Do not sell my info val,Do not sell my personal information,Yes,Do not sell my info,137
977,vitalmx_829,No,o / o,"do not sell]

o/o",,No,No,829
978,vitalsource_260,No,o / o,"do not sell]

o/o",,No,No,260
979,vividseats_994,No,o / o,"do not sell]

o/o",,No,No,994
980,vogue_863,No,o / o,"do not sell]

o/o",,No,No,863
981,volvocars_826,Yes,1,ell or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,do not sell or share My Info,826
982,vox_680,Yes,1,Do Not Sell My Personal Info| val,Do not sell my personal information,Yes,Do Not Sell My Personal Info,680
983,vrbo,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,vrbo
984,vw_824,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,824
985,w3schools_878,No,o / o,"do not sell]

o/o",,No,No,878
986,walgreens_76,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,76
987,walmart_346,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do Not Sell My Personal Information,346
988,washingtonexaminer_156,No,o / o,"do not sell]

o/o",,No,No,156
989,washingtonpost_165,No,o / o,"do not sell]

o/o",,No,No,165
990,washingtonpost_185,No,o / o,"do not sell]

o/o",,No,No,185
991,washingtontimes_153,No,o / o,"do not sell]

o/o",,No,No,153
992,wattpad_226,No,o / o,"do not sell]

o/o",,No,No,226
993,wayfair_106,No,o / o,"do not sell]

o/o",Do not sell my personal information,No,Don't sell my personal information,106
994,weather_960,No,o / o,"do not sell]

o/o",,No,No,960
995,webmd,No,o / o,"do not sell]

o/o",,No,No,webmd
996,webqc_420,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,420
997,webqc_421,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,421
998,webs_534,No,o / o,"do not sell]

o/o",,No,No,534
999,weebly_528,No,o / o,"do not sell]

o/o",,No,No,528
1000,weightwatchers,Yes,1,Do Not Sell My Personal Info| val,Do not sell my personal information,Yes,Do Not Sell My Personal Info,weightwatchers
1001,wellsfargo_1036,No,o / o,"do not sell]

o/o",,No,No,1036
1002,wellsfargo_1055,No,o / o,"do not sell]

o/o",,No,No,1055
1003,westernjournal_143,No,o / o,"do not sell]

o/o",,No,No,143
1004,westernjournal_151,No,o / o,"do not sell]

o/o",,No,No,151
1005,westeros_239,No,o / o,"do not sell]

o/o",,No,No,239
1006,westmarine_837,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do Not Sell My Personal Info,837
1007,weworkremotely_915,No,o / o,"do not sell]

o/o",,No,No,915
1008,whirlpool_602,Yes,1,ell Or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,Do not sell or share My Info,602
1009,whitepages_270,No,o / o,"do not sell]

o/o",,No,No,270
1010,wholesalecentral_337,No,o / o,"do not sell]

o/o",,No,No,337
1011,wikibooks_246,No,o / o,"do not sell]

o/o",,No,No,246
1012,wikidot_533,No,o / o,"do not sell]

o/o",,No,No,533
1013,wiley_227,No,o / o,"do not sell]

o/o",,No,No,227
1014,williamhill_49,No,o / o,"do not sell]

o/o",,No,No,49
1015,windows2universe_394,No,o / o,"do not sell]

o/o",,No,No,394
1016,wired_672,No,o / o,"do not sell]

o/o",,No,No,672
1017,wix_529,No,o / o,"do not sell]

o/o",,No,No,529
1018,wolfram_471,No,o / o,"do not sell]

o/o",,No,No,471
1019,womanwithin_693,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,693
1020,womenshealth_91,No,o / o,"do not sell]

o/o",,No,No,91
1021,womenshealthmag_85,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Info,85
1022,wonderhowto_947,Yes,1,"do not sell]

""1",Do not sell my personal information,No,do not sell personal information to third parties,947
1023,woot_305,No,o / o,"do not sell]

o/o",,No,No,305
1024,woot_313,No,o / o,"do not sell]

o/o",,No,No,313
1025,worldmarket_111,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,111
1026,worldwidebrands_342,No,o / o,"do not sell]

o/o",,No,No,342
1027,worldwildlife_438,No,o / o,"do not sell]

o/o",,No,No,438
1028,wsj_1017,No,o / o,"do not sell]

o/o",,No,No,1017
1029,wsj_146,No,o / o,"do not sell]

o/o",,No,No,146
1030,ww2aircraft_782,No,o / o,"do not sell]

o/o",,No,No,782
1031,xkcd_473,No,o / o,"do not sell]

o/o",,No,No,473
1032,yachtworld_836,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,836
1033,yahoo_1020,No,o / o,"do not sell]

o/o",,No,No,1020
1034,yahoo_500,No,o / o,"do not sell]

o/o",,No,No,500
1035,yahoo_524,No,o / o,"do not sell]

o/o",,No,No,524
1036,yandy_722,No,o / o,"do not sell]

o/o",,No,No,722
1037,yatra,No,o / o,"do not sell]

o/o",,No,No,yatra
1038,yell_281,No,o / o,"do not sell]

o/o",,No,No,281
1039,yellowpages_269,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,269
1040,yelp_268,No,o / o,"do not sell]

o/o",,No,No,268
1041,youngwomenhealth_94,No,o / o,"do not sell]

o/o",,No,No,94
1042,yourpurebredpuppy_216,No,o / o,"do not sell]

o/o",,No,No,216
1043,youtube_956,No,o / o,"do not sell]

o/o",,No,No,956
1044,zales_706,Yes,1,Do Not Sell My Information| val,Do not sell my personal information,Yes,Do Not Sell My Information,706
1045,zappos_686,No,o / o,"do not sell]

o/o",,No,No,686
1046,zara_692,Yes,1,"do not sell]

""1",Do not sell my personal information,No,do not sell my personal information,692
1047,zdnet_679,Yes,1,"do not sell]

""1",Do not sell or share my personal information,No,Do not sell or share My Info,679
1048,zigwheels_832,No,o / o,"do not sell]

o/o",,No,No,832
1049,ziprecruiter_932,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,932
1050,zivame_728,No,o / o,"do not sell]

o/o",,No,No,728
1051,zocdoc,No,o / o,"do not sell]

o/o",,No,robot,zocdoc
1052,zoho_520,No,o / o,"do not sell]

o/o",,No,No,520
1053,zonealarm_643,No,o / o,"do not sell]

o/o",,No,No,643
1054,zulily_300,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,300
1055,zulily_702,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information| 1/1,702
